ETD,Date,Tot Daily Flt,departureoveralldelaytime,IROP,Dep snowcm,Dep DewPointC,Dep cloudcover,Dep humidity,Dep precipMM,Dep pressure,Dep tempC,Dep visibility,Temp Dew Spread,Dep Wx,Dep Wy,Dep Gust Wx,Dep Gust Wy,Arr snowcm,Arr DewPointC,Arr cloudcover,Arr humidity,Arr precipMM,Arr pressure,Arr tempC,Arr visibility,Arr Temp Dew Spread,Arr Gust Wx,Arr Gust Wy,Dep Drizzle,Dep Ice,TS,FZ Rain,Rain,Snow,Fog,Haze
2055,227,66,10,1,5.3,-12,100,62,0.3,1024,-8,3,4,2.269329312562610,3.4944606997726,4.084792762612700,6.290029259590680,0.0,-20,85,61,0.0,1023,-16,9,4,0.9953571182280520,3.471222790888370,0,0,0,0,0,0,0,0
2155,227,66,43,2,5.3,-12,100,64,0.4,1024,-8,3,4,2.946278254943950,2.9462782549439500,5.10688230856951,5.106882308569510,0.0,-20,80,63,0.0,1023,-17,10,3,1.8265464449544900,3.744975192913200,0,0,0,0,0,0,0,0
730,228,72,13,1,0.2,-13,12,67,0.0,1023,-9,10,4,3.1597834189168300,-3.509295009198810,2.7880441931619100,-3.0964367728224800,0.0,-19,62,77,0.0,1023,-16,10,3,2.995980154330560,-1.4612371559635900,0,0,0,0,0,0,0,0
920,228,72,1,0,0.2,-12,8,61,0.0,1021,-7,10,5,-2.638888888888890,-4.570689631084540,-1.8055555555555600,-3.127313958110470,0.0,-19,35,72,0.0,1024,-16,10,3,2.2472694288193000,-1.6327368119235400,0,0,0,0,0,0,0,0
1030,228,72,1,0,0.2,-13,13,58,0.0,1021,-6,10,7,-5.5547094175355100,0.09695781354046350,-3.0550901796445300,0.05332679744725490,0.0,-18,28,67,0.0,1024,-14,10,4,1.5436852676866600,-1.5985328896414500,0,0,0,0,0,0,0,0
1240,228,72,2,0,0.2,-13,24,51,0.0,1021,-5,10,8,3.5726213277297700,5.2966289357683200,1.0873195345264500,1.6120175021903600,0.0,-17,15,56,0.0,1023,-11,10,6,0.5426821229017690,-1.2784789631283900,0,0,0,0,0,0,0,0
1835,228,72,0,0,0.2,-14,81,48,0.0,1021,-5,10,9,-5.8297798242780600,0.20358039743125400,-2.22086850448688,0.07755443711666820,0.0,-17,9,54,0.0,1026,-11,10,6,-2.246985115747920,-1.0959278669726900,0,0,0,0,0,0,0,0
2155,228,72,2,0,0.2,-12,79,58,0.0,1022,-6,10,6,-4.089564406759850,2.3611111111111100,-2.165063509461100,1.2500000000000000,0.0,-17,5,61,0.0,1027,-13,10,4,-3.888296592274860,-0.06787046947832350,0,0,0,0,0,0,0,0
920,301,73,33,2,0.0,-11,5,68,0.0,1026,-6,10,5,3.605714989981950,1.4568034188396600,1.545306424277980,0.6243443223598530,0.0,-15,37,73,0.0,1022,-12,10,3,-1.939707875505210,-0.13563758783579800,0,0,0,0,0,0,0,0
920,301,73,33,2,0.0,-11,5,68,0.0,1026,-6,10,5,3.605714989981950,1.4568034188396600,1.545306424277980,0.6243443223598530,0.0,-15,37,73,0.0,1022,-12,10,3,-1.939707875505210,-0.13563758783579800,0,0,0,0,0,0,0,0
1030,301,73,36,2,0.0,-11,8,65,0.0,1025,-5,10,6,3.4539820509198700,2.796979515777060,1.2952432690949500,1.0488673184164000,0.0,-14,27,70,0.0,1022,-10,10,4,-2.2137659957594300,-0.1936794283281290,0,0,0,0,0,0,0,0
1030,301,73,36,2,0.0,-11,8,65,0.0,1025,-5,10,6,3.4539820509198700,2.796979515777060,1.2952432690949500,1.0488673184164000,0.0,-14,27,70,0.0,1022,-10,10,4,-2.2137659957594300,-0.1936794283281290,0,0,0,0,0,0,0,0
1700,301,73,22,1,0.0,-10,24,56,0.0,1023,-4,10,6,0.2035803974312560,5.8297798242780600,0.09694304639583630,2.7760856306086000,0.0,-12,23,60,0.0,1024,-7,10,5,-2.7507446353932500,0.38659194711129400,0,0,0,0,0,0,0,0
1700,301,73,22,1,0.0,-10,24,56,0.0,1023,-4,10,6,0.2035803974312560,5.8297798242780600,0.09694304639583630,2.7760856306086000,0.0,-12,23,60,0.0,1024,-7,10,5,-2.7507446353932500,0.38659194711129400,0,0,0,0,0,0,0,0
1730,301,73,4,0,0.0,-10,24,56,0.0,1023,-4,10,6,0.2035803974312560,5.8297798242780600,0.09694304639583630,2.7760856306086000,0.0,-12,23,60,0.0,1024,-7,10,5,-2.7507446353932500,0.38659194711129400,0,0,0,0,0,0,0,0
1730,301,73,4,0,0.0,-10,24,56,0.0,1023,-4,10,6,0.2035803974312560,5.8297798242780600,0.09694304639583630,2.7760856306086000,0.0,-12,23,60,0.0,1024,-7,10,5,-2.7507446353932500,0.38659194711129400,0,0,0,0,0,0,0,0
1800,301,73,9,1,0.0,-10,22,58,0.0,1023,-5,10,5,0.7109045031966940,5.789852551241050,0.4062311446838250,3.3084871721377400,0.0,-12,29,61,0.0,1025,-7,10,5,-2.6701713776064400,0.765659321713888,0,0,0,0,0,0,0,0
1800,301,73,9,1,0.0,-10,22,58,0.0,1023,-5,10,5,0.7109045031966940,5.789852551241050,0.4062311446838250,3.3084871721377400,0.0,-12,29,61,0.0,1025,-7,10,5,-2.6701713776064400,0.765659321713888,0,0,0,0,0,0,0,0
1835,301,73,7,1,0.0,-10,22,58,0.0,1023,-5,10,5,0.7109045031966940,5.789852551241050,0.4062311446838250,3.3084871721377400,0.0,-12,29,61,0.0,1025,-7,10,5,-2.6701713776064400,0.765659321713888,0,0,0,0,0,0,0,0
1835,301,73,7,1,0.0,-10,22,58,0.0,1023,-5,10,5,0.7109045031966940,5.789852551241050,0.4062311446838250,3.3084871721377400,0.0,-12,29,61,0.0,1025,-7,10,5,-2.6701713776064400,0.765659321713888,0,0,0,0,0,0,0,0
1930,301,73,3,0,0.0,-9,21,62,0.0,1022,-6,10,3,1.718276370746110,4.990236926774170,1.085227181523860,3.151728585331060,0.0,-12,47,64,0.0,1025,-7,10,5,-2.405626121623440,1.3888888888888900,0,0,0,0,0,0,0,0
1930,301,73,3,0,0.0,-9,21,62,0.0,1022,-6,10,3,1.718276370746110,4.990236926774170,1.085227181523860,3.151728585331060,0.0,-12,47,64,0.0,1025,-7,10,5,-2.405626121623440,1.3888888888888900,0,0,0,0,0,0,0,0
2055,301,73,20,1,0.0,-8,20,67,0.0,1022,-7,10,1,2.4321242426308100,4.047734475537750,1.859859714952970,3.095326363646520,0.0,-12,65,66,0.0,1025,-8,10,4,-2.160604053625560,2.160604053625560,0,0,0,0,0,0,0,0
2055,301,73,20,1,0.0,-8,20,67,0.0,1022,-7,10,1,2.4321242426308100,4.047734475537750,1.859859714952970,3.095326363646520,0.0,-12,65,66,0.0,1025,-8,10,4,-2.160604053625560,2.160604053625560,0,0,0,0,0,0,0,0
1300,302,34,3,0,2.0,-10,100,60,0.2,1012,-4,2,6,-8.505094044013690,-1.3470745600686500,-2.4692208514878400,-0.3910861626005770,0.7,-8,99,72,0.0,1018,-5,9,3,1.2428064093982800,2.791388898352390,0,0,0,0,0,0,0,0
1300,302,34,3,0,2.0,-10,100,60,0.2,1012,-4,2,6,-8.505094044013690,-1.3470745600686500,-2.4692208514878400,-0.3910861626005770,0.7,-8,99,72,0.0,1018,-5,9,3,1.2428064093982800,2.791388898352390,0,0,0,0,0,0,0,0
1415,302,34,31,2,2.0,-10,100,58,0.4,1012,-4,2,6,-2.4364308726894800,-7.9692062996919600,-0.5685005369608780,-1.859481469928120,0.7,-8,99,71,0.0,1017,-5,8,3,1.3040876744052500,2.452632202385910,0,0,0,0,0,0,0,0
1415,302,34,31,2,2.0,-10,100,58,0.4,1012,-4,2,6,-2.4364308726894800,-7.9692062996919600,-0.5685005369608780,-1.859481469928120,0.7,-8,99,71,0.0,1017,-5,8,3,1.3040876744052500,2.452632202385910,0,0,0,0,0,0,0,0
1615,302,34,1,0,2.0,-11,100,57,0.3,1012,-4,3,7,4.027777777777780,-6.976315752707980,1.1111111111111100,-1.9245008972987500,0.7,-8,99,72,0.0,1017,-5,6,3,0.3710174910099490,1.9087195233704600,0,0,0,0,0,0,0,0
1615,302,34,1,0,2.0,-11,100,57,0.3,1012,-4,3,7,4.027777777777780,-6.976315752707980,1.1111111111111100,-1.9245008972987500,0.7,-8,99,72,0.0,1017,-5,6,3,0.3710174910099490,1.9087195233704600,0,0,0,0,0,0,0,0
1445,303,65,4,0,0.2,-10,81,66,0.0,1021,-5,10,5,-2.4206179334001200,-3.727424746424110,-1.512886208375080,-2.3296404665150700,0.4,-10,90,62,0.0,1015,-5,10,5,-1.7167935830335100,-2.857224335673710,0,0,0,0,0,0,0,0
1445,303,65,4,0,0.2,-10,81,66,0.0,1021,-5,10,5,-2.4206179334001200,-3.727424746424110,-1.512886208375080,-2.3296404665150700,0.4,-10,90,62,0.0,1015,-5,10,5,-1.7167935830335100,-2.857224335673710,0,0,0,0,0,0,0,0
1535,303,65,12,1,0.2,-9,99,67,0.0,1020,-4,10,5,-2.749859704614350,-2.7498597046143500,-2.5534411542847600,-2.5534411542847500,0.4,-10,99,62,0.0,1014,-5,10,5,-2.2304353545295300,-2.47714941825798,0,0,0,0,0,0,0,0
1535,303,65,12,1,0.2,-9,99,67,0.0,1020,-4,10,5,-2.749859704614350,-2.7498597046143500,-2.5534411542847600,-2.5534411542847500,0.4,-10,99,62,0.0,1014,-5,10,5,-2.2304353545295300,-2.47714941825798,0,0,0,0,0,0,0,0
1700,303,65,10,1,0.2,-12,100,62,0.0,1021,-7,9,5,-3.4287473050394300,-4.719265800520530,-2.612378899077660,-3.5956310861108800,0.4,-11,99,65,0.0,1012,-7,10,4,-3.2989141525982800,-1.468771211107060,0,0,0,0,0,0,0,0
1700,303,65,10,1,0.2,-12,100,62,0.0,1021,-7,9,5,-3.4287473050394300,-4.719265800520530,-2.612378899077660,-3.5956310861108800,0.4,-11,99,65,0.0,1012,-7,10,4,-3.2989141525982800,-1.468771211107060,0,0,0,0,0,0,0,0
1845,303,65,2,0,0.2,-14,100,60,0.0,1021,-8,9,6,-3.4335871660670300,-5.714448671347410,-2.5751903745502700,-4.285836503510560,0.4,-12,99,67,0.0,1011,-9,10,3,-3.789216918609250,-0.8748096557816970,0,0,0,0,0,0,0,0
1845,303,65,2,0,0.2,-14,100,60,0.0,1021,-8,9,6,-3.4335871660670300,-5.714448671347410,-2.5751903745502700,-4.285836503510560,0.4,-12,99,67,0.0,1011,-9,10,3,-3.789216918609250,-0.8748096557816970,0,0,0,0,0,0,0,0
2145,303,65,0,0,0.2,-13,95,67,0.0,1020,-9,8,4,0.7109045031966950,-5.789852551241050,0.6770519078063760,-5.514145286896230,0.4,-8,98,81,0.1,1015,-12,7,4,-4.781523779815180,-1.4618585236136800,0,0,0,0,0,0,0,0
2145,303,65,0,0,0.2,-13,95,67,0.0,1020,-9,8,4,0.7109045031966950,-5.789852551241050,0.6770519078063760,-5.514145286896230,0.4,-8,98,81,0.1,1015,-12,7,4,-4.781523779815180,-1.4618585236136800,0,0,0,0,0,0,0,0
725,304,70,1,0,0.2,-13,11,78,0.0,1020,-10,10,3,3.5335337339851100,-2.2079969343050200,4.00467156518312,-2.502396525545690,0.3,-16,38,76,0.0,1013,-13,10,3,3.572621327729770,-5.296628935768320,0,0,0,0,0,0,0,0
725,304,70,1,0,0.2,-13,11,78,0.0,1020,-10,10,3,3.5335337339851100,-2.2079969343050200,4.00467156518312,-2.502396525545690,0.3,-16,38,76,0.0,1013,-13,10,3,3.572621327729770,-5.296628935768320,0,0,0,0,0,0,0,0
815,304,70,0,0,0.2,-13,20,79,0.0,1019,-10,10,3,2.7662716001518700,-2.3211774794236200,3.191851846329080,-2.6782817070272500,0.3,-16,26,76,0.0,1013,-12,10,4,3.1944444444444400,-5.5329400797339100,0,0,0,0,0,0,0,0
815,304,70,0,0,0.2,-13,20,79,0.0,1019,-10,10,3,2.7662716001518700,-2.3211774794236200,3.191851846329080,-2.6782817070272500,0.3,-16,26,76,0.0,1013,-12,10,4,3.1944444444444400,-5.5329400797339100,0,0,0,0,0,0,0,0
930,304,70,23,1,0.2,-13,29,80,0.0,1017,-10,10,3,2.230435354529530,-2.4771494182579800,2.4163049674069900,-2.6835785364461500,0.3,-15,13,76,0.0,1013,-12,10,3,2.800704548930220,-5.7422952958002300,0,0,0,0,0,0,0,0
930,304,70,23,1,0.2,-13,29,80,0.0,1017,-10,10,3,2.230435354529530,-2.4771494182579800,2.4163049674069900,-2.6835785364461500,0.3,-15,13,76,0.0,1013,-12,10,3,2.800704548930220,-5.7422952958002300,0,0,0,0,0,0,0,0
1030,304,70,4,0,0.2,-13,49,78,0.0,1017,-10,10,3,1.7167935830335100,-2.857224335673710,2.0029258468724300,-3.333428391619330,0.3,-15,15,71,0.0,1013,-11,10,4,2.3878013407677800,-5.6253074377649100,0,0,0,0,0,0,0,0
1030,304,70,4,0,0.2,-13,49,78,0.0,1017,-10,10,3,1.7167935830335100,-2.857224335673710,2.0029258468724300,-3.333428391619330,0.3,-15,15,71,0.0,1013,-11,10,4,2.3878013407677800,-5.6253074377649100,0,0,0,0,0,0,0,0
1325,304,70,2,0,0.2,-12,92,72,0.0,1017,-8,10,4,0.3873588566562570,-4.42753199151887,0.4599886422793060,-5.257694239928660,0.3,-16,25,59,0.0,1016,-9,10,7,1.5313186434277700,-5.340342755212880,0,0,0,0,0,0,0,0
1325,304,70,2,0,0.2,-12,92,72,0.0,1017,-8,10,4,0.3873588566562570,-4.42753199151887,0.4599886422793060,-5.257694239928660,0.3,-16,25,59,0.0,1016,-9,10,7,1.5313186434277700,-5.340342755212880,0,0,0,0,0,0,0,0
1415,304,70,26,1,0.2,-12,94,70,0.0,1016,-8,9,4,-9.18485099360515e-16,-5.0,-1.07156594925393e-15,-5.833333333333330,0.3,-16,33,57,0.0,1018,-10,10,6,1.3440105311092600,-5.390531812644430,0,0,0,0,0,0,0,0
1415,304,70,26,1,0.2,-12,94,70,0.0,1016,-8,9,4,-9.18485099360515e-16,-5.0,-1.07156594925393e-15,-5.833333333333330,0.3,-16,33,57,0.0,1018,-10,10,6,1.3440105311092600,-5.390531812644430,0,0,0,0,0,0,0,0
1545,304,70,3,0,0.2,-12,97,68,0.0,1016,-7,9,5,-0.6097493690613110,-5.801377722981590,-0.6968564217843560,-6.630145969121820,0.3,-17,40,55,0.0,1020,-10,10,7,1.1130524730298400,-5.726158570111370,0,0,0,0,0,0,0,0
1545,304,70,3,0,0.2,-12,97,68,0.0,1016,-7,9,5,-0.6097493690613110,-5.801377722981590,-0.6968564217843560,-6.630145969121820,0.3,-17,40,55,0.0,1020,-10,10,7,1.1130524730298400,-5.726158570111370,0,0,0,0,0,0,0,0
1655,304,70,9,1,0.2,-12,93,69,0.0,1016,-7,8,5,-0.6097493690613110,-5.801377722981590,-0.7549277902663850,-7.182658133215310,0.3,-17,50,56,0.0,1019,-10,10,7,1.2128181964369300,-5.705861004280530,0,0,0,0,0,0,0,0
1655,304,70,9,1,0.2,-12,93,69,0.0,1016,-7,8,5,-0.6097493690613110,-5.801377722981590,-0.7549277902663850,-7.182658133215310,0.3,-17,50,56,0.0,1019,-10,10,7,1.2128181964369300,-5.705861004280530,0,0,0,0,0,0,0,0
1835,304,70,76,2,0.2,-12,86,70,0.0,1016,-8,7,4,-0.7786096939773290,-6.341267079930670,-0.9817252663192410,-7.995510665999540,0.3,-16,69,57,0.0,1018,-10,10,6,1.545612110775650,-6.19911158454109,0,0,0,0,0,0,0,0
1835,304,70,76,2,0.2,-12,86,70,0.0,1016,-8,7,4,-0.7786096939773290,-6.341267079930670,-0.9817252663192410,-7.995510665999540,0.3,-16,69,57,0.0,1018,-10,10,6,1.545612110775650,-6.19911158454109,0,0,0,0,0,0,0,0
1925,304,70,3,0,0.2,-13,73,71,0.0,1016,-8,7,5,-0.6678207375433410,-6.353889887075080,-0.8710705272304450,-8.287682461402280,0.3,-17,71,59,0.0,1016,-11,10,6,1.3860779387850600,-6.520984004892040,0,0,0,0,0,0,0,0
1925,304,70,3,0,0.2,-13,73,71,0.0,1016,-8,7,5,-0.6678207375433410,-6.353889887075080,-0.8710705272304450,-8.287682461402280,0.3,-17,71,59,0.0,1016,-11,10,6,1.3860779387850600,-6.520984004892040,0,0,0,0,0,0,0,0
2155,304,70,7,1,0.2,-13,47,75,0.0,1017,-10,8,3,-0.4456663600319140,-6.3733258766599900,-0.6200575443922270,-8.867236002309550,0.3,-18,74,61,0.0,1014,-12,10,6,1.0863504516682700,-6.858946809688460,0,0,0,0,0,0,0,0
2155,304,70,7,1,0.2,-13,47,75,0.0,1017,-10,8,3,-0.4456663600319140,-6.3733258766599900,-0.6200575443922270,-8.867236002309550,0.3,-18,74,61,0.0,1014,-12,10,6,1.0863504516682700,-6.858946809688460,0,0,0,0,0,0,0,0
650,305,62,0,0,0.2,-15,75,80,0.0,1016,-12,10,3,-1.9491446981515800,-6.375365039753570,-2.517645235112460,-8.234846509681690,0.1,-19,61,76,0.0,1021,-17,7,2,-1.5195099441249500,-3.5797410967594900,0,0,0,0,0,0,0,0
650,305,62,0,0,0.2,-15,75,80,0.0,1016,-12,10,3,-1.9491446981515800,-6.375365039753570,-2.517645235112460,-8.234846509681690,0.1,-19,61,76,0.0,1021,-17,7,2,-1.5195099441249500,-3.5797410967594900,0,0,0,0,0,0,0,0
730,305,62,0,2,0.2,-14,83,80,0.0,1016,-11,9,3,-2.488666316286810,-6.483197406230570,-3.085946232195650,-8.039164783725900,0.1,-18,73,77,0.0,1019,-16,6,2,-2.0712482423787800,-2.9580490488213600,0,0,0,0,0,0,0,0
730,305,62,0,2,0.2,-14,83,80,0.0,1016,-11,9,3,-2.488666316286810,-6.483197406230570,-3.085946232195650,-8.039164783725900,0.1,-18,73,77,0.0,1019,-16,6,2,-2.0712482423787800,-2.9580490488213600,0,0,0,0,0,0,0,0
1125,305,62,84,2,0.2,-13,100,76,0.0,1015,-9,7,4,-3.6111111111111100,-6.254627916220940,-4.305555555555560,-7.457440977032660,0.1,-14,95,81,0.0,1014,-12,8,2,-3.5494911557657500,-2.6747334362313200,0,0,0,0,0,1,0,0
1125,305,62,84,2,0.2,-13,100,76,0.0,1015,-9,7,4,-3.6111111111111100,-6.254627916220940,-4.305555555555560,-7.457440977032660,0.1,-14,95,81,0.0,1014,-12,8,2,-3.5494911557657500,-2.6747334362313200,0,0,0,0,0,1,0,0
1330,305,62,4,0,0.2,-12,100,75,0.0,1015,-8,7,4,-3.750000000000000,-6.495190528383290,-4.305555555555560,-7.457440977032660,0.1,-12,96,80,0.0,1014,-10,10,2,-3.656768508095850,-3.409991800312490,0,0,0,0,0,0,0,0
1330,305,62,4,0,0.2,-12,100,75,0.0,1015,-8,7,4,-3.750000000000000,-6.495190528383290,-4.305555555555560,-7.457440977032660,0.1,-12,96,80,0.0,1014,-10,10,2,-3.656768508095850,-3.409991800312490,0,0,0,0,0,0,0,0
1545,305,62,31,2,0.2,-11,100,74,0.0,1014,-7,8,4,-3.5210367208941800,-6.622106946441950,-4.173080558096810,-7.848423047634910,0.1,-12,100,75,0.0,1013,-8,9,4,-3.5105876350536100,-4.658707141942540,0,0,0,0,0,0,0,0
1545,305,62,31,2,0.2,-11,100,74,0.0,1014,-7,8,4,-3.5210367208941800,-6.622106946441950,-4.173080558096810,-7.848423047634910,0.1,-12,100,75,0.0,1013,-8,9,4,-3.5105876350536100,-4.658707141942540,0,0,0,0,0,0,0,0
1700,305,62,1,0,0.2,-11,84,73,0.0,1014,-7,7,4,-2.6877596215897600,-7.0018531987290100,-3.285039537498590,-8.557820576224350,0.1,-13,100,72,0.0,1014,-9,8,4,-2.795964517353740,-4.145187862775210,0,0,0,0,0,1,0,0
1700,305,62,1,0,0.2,-11,84,73,0.0,1014,-7,7,4,-2.6877596215897600,-7.0018531987290100,-3.285039537498590,-8.557820576224350,0.1,-13,100,72,0.0,1014,-9,8,4,-2.795964517353740,-4.145187862775210,0,0,0,0,0,1,0,0
1835,305,62,10,1,0.2,-12,76,73,0.0,1014,-7,7,5,-2.192787785420530,-7.172285669722770,-2.761288322381410,-9.031767139650890,0.1,-13,100,71,0.0,1014,-9,8,4,-2.355196729925360,-3.769102649584120,0,0,0,0,0,1,0,0
1835,305,62,10,1,0.2,-12,76,73,0.0,1014,-7,7,5,-2.192787785420530,-7.172285669722770,-2.761288322381410,-9.031767139650890,0.1,-13,100,71,0.0,1014,-9,8,4,-2.355196729925360,-3.769102649584120,0,0,0,0,0,1,0,0
1925,305,62,11,1,0.2,-12,62,73,0.0,1015,-8,8,4,-1.378064966608380,-7.089529658233130,-1.8020849563340400,-9.270923399227940,0.1,-14,100,69,0.0,1016,-10,8,4,-2.5023965255456900,-4.004671565183120,0,0,0,0,0,0,0,0
1925,305,62,11,1,0.2,-12,62,73,0.0,1015,-8,8,4,-1.378064966608380,-7.089529658233130,-1.8020849563340400,-9.270923399227940,0.1,-14,100,69,0.0,1016,-10,8,4,-2.5023965255456900,-4.004671565183120,0,0,0,0,0,0,0,0
920,306,66,4,0,0.7,-13,78,78,0.1,1021,-10,8,3,2.090123098101310,-5.7425660159138800,2.660156670310750,-7.3087203838904,0.1,-19,60,68,0.0,1018,-15,10,4,0.9559883974680760,-6.035873192525840,0,0,0,0,0,0,0,0
920,306,66,4,0,0.7,-13,78,78,0.1,1021,-10,8,3,2.090123098101310,-5.7425660159138800,2.660156670310750,-7.3087203838904,0.1,-19,60,68,0.0,1018,-15,10,4,0.9559883974680760,-6.035873192525840,0,0,0,0,0,0,0,0
1030,306,66,2,0,0.7,-13,85,76,0.0,1022,-10,8,3,1.899147567666750,-5.5155250243293500,2.351325559968350,-6.82874526821729,0.1,-18,72,65,0.0,1018,-14,10,4,1.1660549717455500,-5.998832787735730,0,0,0,0,0,0,0,0
1030,306,66,2,0,0.7,-13,85,76,0.0,1022,-10,8,3,1.899147567666750,-5.5155250243293500,2.351325559968350,-6.82874526821729,0.1,-18,72,65,0.0,1018,-14,10,4,1.1660549717455500,-5.998832787735730,0,0,0,0,0,0,0,0
1225,306,66,0,0,0.7,-13,100,73,0.1,1023,-9,7,4,1.5430728860366700,-5.047163989804910,1.7867159733056100,-5.844084619774110,0.1,-17,97,59,0.0,1019,-11,9,6,1.6844505077705500,-5.87437703073417,0,0,0,0,0,0,0,0
1225,306,66,0,0,0.7,-13,100,73,0.1,1023,-9,7,4,1.5430728860366700,-5.047163989804910,1.7867159733056100,-5.844084619774110,0.1,-17,97,59,0.0,1019,-11,9,6,1.6844505077705500,-5.87437703073417,0,0,0,0,0,0,0,0
1330,306,66,19,1,0.7,-13,97,72,0.0,1023,-9,6,4,1.1550649489875500,-5.434153337410030,1.3860779387850600,-6.520984004892040,0.1,-16,98,62,0.0,1018,-10,8,6,1.7610164399419400,-6.1413941684948200,0,0,0,0,0,0,0,0
1330,306,66,19,1,0.7,-13,97,72,0.0,1023,-9,6,4,1.1550649489875500,-5.434153337410030,1.3860779387850600,-6.520984004892040,0.1,-16,98,62,0.0,1018,-10,8,6,1.7610164399419400,-6.1413941684948200,0,0,0,0,0,0,0,0
1700,306,66,13,1,0.7,-13,80,69,0.0,1023,-8,6,5,0.3489063749529600,-6.657530231697160,0.4215952030681600,-8.044515696634070,0.1,-14,86,65,0.0,1018,-9,8,5,2.111573422997540,-6.906645459733030,0,0,0,0,0,0,0,0
1700,306,66,13,1,0.7,-13,80,69,0.0,1023,-8,6,5,0.3489063749529600,-6.657530231697160,0.4215952030681600,-8.044515696634070,0.1,-14,86,65,0.0,1018,-9,8,5,2.111573422997540,-6.906645459733030,0,0,0,0,0,0,0,0
1745,306,66,15,1,0.7,-13,80,69,0.0,1023,-8,6,5,0.3489063749529600,-6.657530231697160,0.4215952030681600,-8.044515696634070,0.1,-14,86,65,0.0,1018,-9,8,5,2.111573422997540,-6.906645459733030,0,0,0,0,0,0,0,0
1745,306,66,15,1,0.7,-13,80,69,0.0,1023,-8,6,5,0.3489063749529600,-6.657530231697160,0.4215952030681600,-8.044515696634070,0.1,-14,86,65,0.0,1018,-9,8,5,2.111573422997540,-6.906645459733030,0,0,0,0,0,0,0,0
1835,306,66,8,1,0.7,-13,74,68,0.0,1023,-9,8,4,0.3489063749529600,-6.657530231697160,0.4506707343142400,-8.59930988260883,0.1,-14,79,63,0.0,1018,-9,8,5,2.030359060574560,-6.6410052497433000,0,0,0,0,0,0,0,0
1835,306,66,8,1,0.7,-13,74,68,0.0,1023,-9,8,4,0.3489063749529600,-6.657530231697160,0.4506707343142400,-8.59930988260883,0.1,-14,79,63,0.0,1018,-9,8,5,2.030359060574560,-6.6410052497433000,0,0,0,0,0,0,0,0
830,307,79,4,0,0.2,-11,67,81,0.0,1023,-9,10,2,2.1547094233170500,-3.887198698397320,3.0973947960182600,-5.587848128946140,0.1,-16,60,80,0.0,1023,-15,10,1,0.6890324833041870,-3.544764829116570,0,0,0,0,0,0,0,0
830,307,79,4,0,0.2,-11,67,81,0.0,1023,-9,10,2,2.1547094233170500,-3.887198698397320,3.0973947960182600,-5.587848128946140,0.1,-16,60,80,0.0,1023,-15,10,1,0.6890324833041870,-3.544764829116570,0,0,0,0,0,0,0,0
920,307,79,14,1,0.2,-12,57,80,0.0,1024,-9,10,3,2.678281707027250,-3.1918518463290800,3.9281465036399600,-4.681382707949310,0.1,-15,51,76,0.0,1023,-13,10,2,0.8123232517972900,-3.5185585672800200,0,0,0,0,0,0,0,0
920,307,79,14,1,0.2,-12,57,80,0.0,1024,-9,10,3,2.678281707027250,-3.1918518463290800,3.9281465036399600,-4.681382707949310,0.1,-15,51,76,0.0,1023,-13,10,2,0.8123232517972900,-3.5185585672800200,0,0,0,0,0,0,0,0
1630,307,79,33,2,0.2,-10,93,67,0.0,1027,-5,9,5,0.6958655048003270,-4.951340343707850,0.8891614783559740,-6.3267126614044800,0.1,-13,100,65,0.0,1022,-8,8,5,-0.4262895617696560,-6.096224751587820,0,0,0,0,0,0,0,0
1630,307,79,33,2,0.2,-10,93,67,0.0,1027,-5,9,5,0.6958655048003270,-4.951340343707850,0.8891614783559740,-6.3267126614044800,0.1,-13,100,65,0.0,1022,-8,8,5,-0.4262895617696560,-6.096224751587820,0,0,0,0,0,0,0,0
1700,307,79,0,2,0.2,-10,91,68,0.0,1027,-5,8,5,0.5516780005792800,-5.2488655588881100,0.725892106025368,-6.906402051168570,0.1,-14,100,63,0.0,1021,-8,8,6,-0.7786096939773290,-6.341267079930670,0,0,0,0,0,0,0,0
1700,307,79,0,2,0.2,-10,91,68,0.0,1027,-5,8,5,0.5516780005792800,-5.2488655588881100,0.725892106025368,-6.906402051168570,0.1,-14,100,63,0.0,1021,-8,8,6,-0.7786096939773290,-6.341267079930670,0,0,0,0,0,0,0,0
1730,307,79,16,1,0.2,-10,91,68,0.0,1027,-5,8,5,0.5516780005792800,-5.2488655588881100,0.725892106025368,-6.906402051168570,0.1,-14,100,63,0.0,1021,-8,8,6,-0.7786096939773290,-6.341267079930670,0,0,0,0,0,0,0,0
1730,307,79,16,1,0.2,-10,91,68,0.0,1027,-5,8,5,0.5516780005792800,-5.2488655588881100,0.725892106025368,-6.906402051168570,0.1,-14,100,63,0.0,1021,-8,8,6,-0.7786096939773290,-6.341267079930670,0,0,0,0,0,0,0,0
1800,307,79,4,0,0.2,-10,89,70,0.0,1027,-5,8,5,0.5084084993613380,-5.811135738868510,0.6778779991484500,-7.7481809851580200,0.1,-14,100,61,0.0,1021,-9,7,5,-1.2720599691769700,-6.544181222984430,0,0,0,0,0,0,0,0
1800,307,79,4,0,0.2,-10,89,70,0.0,1027,-5,8,5,0.5084084993613380,-5.811135738868510,0.6778779991484500,-7.7481809851580200,0.1,-14,100,61,0.0,1021,-9,7,5,-1.2720599691769700,-6.544181222984430,0,0,0,0,0,0,0,0
